Sample ID,Source,Country,Lat,Long,Date,Note,Basin,Type,Class,Geothermal Field,Unit (milligram),Depth (m),Temperature,Density,pH,Alkalinity,(H)CO3,F_mg,Cl_mg,Br_mg,I_mg,SO4_mg,NO3_mg,PO4_mg,B_mg,Si_mg,As_mg,NH4_mg,Na_mg,K_mg,Li_mg,Ca_mg,Mg_mg,Al_mg,Fe_mg,Mn_mg,Zn_mg,Sr_mg,Ba_mg,Rb_mg,Cs_mg,TDS,d18O,d2H,d11B,d13C,87Sr/86Sr,d7Li,d18O (SO4),d34S (SO4),,Unit (mol),Alkalinity,Cl,Br,SO4,B,Si,Na,K,Li,Ca,Mg,NH4,% error,Na/Cl,Mg/Li
BCW-49,"Williams et al., 2026; Wudke et al., in-prep",Bolivia,-21.9476,-66.77292,9/1/2024,,Salar de Uyuni,Spring,Inflow,,mg/L,0,4.41,,6.05,1.2,72,0.12,5.4,0,,7,,,0.25,,0.00288,,7,3,0,16,3,0.01488,0.038382,0.001512,0.006348,0.2139,0.012708,0.0024,0.000012,116,-10.1,-77.6,,,0.708906,,,,,mmol/L,1.184914211,0.153173484,,0.067874245,0.022954398,,0.325720997,0.08834723,0.001289728,0.411397774,0.133774943,,1.1,2.13,363.2
BCW-50,"Williams et al., 2026; Wudke et al., in-prep",Bolivia,-21.94057,-66.76496,9/1/2024,,Salar de Uyuni,Spring,Inflow,,mg/L,0,-0.04,,7.44,0.5,33,0.06,10.3,0,,9,,,0.15,,0.00273,,7,1,0,11,2,0.010794,0.01218,0.00165,0.006222,0.054882,0.006054,0.0015,0.000018,74,-12.4,-82.9,,,0.710271,,,,,mmol/L,0.548231665,0.291114245,,0.094107849,0.014035704,,0.316046805,0.03016011,0.000876531,0.265227806,0.09486114,,1.9,1.09,379
BCW-51,"Williams et al., 2026; Wudke et al., in-prep",Bolivia,-21.91206,-66.74828,9/1/2024,,Salar de Uyuni,Spring,Inflow,,mg/L,0,0.08,,7.46,0.7,44,0.08,3.6,0,,8,,,0.2,,0.00255,,5,3,0,11,2,0.008142,0.015942,0.001188,0.019098,0.06978,0.013236,0.0029,0.000012,77,-12.3,-88.1,,,0.709486,,,,,mmol/L,0.727099002,0.100423131,,0.08244847,0.018187032,,0.208612815,0.064064658,0.00092321,0.265627027,0.099275869,,0.6,2.08,376.5
BCW-52,"Williams et al., 2026; Wudke et al., in-prep",Bolivia,-21.95666,-66.99516,9/1/2024,,Salar de Uyuni,Spring,Inflow,,mg/L,0,10.52,,8.16,1.6,100,0.134170013,8.6,0,,92,,,0.26,,0.013670697,,11,2,0,48,9,,0.03896474,0.006184363,,0.39951226,0.046625377,0.0021,0.002266394,271,-12.1,-88.9,,,0.708484,,,,,mmol/L,1.634867119,0.242765811,,0.952770313,0.024451699,,0.484068849,0.04409007,0.001341274,1.207039017,0.390381677,,-0.8,1.99,1019.2
BCW-53,"Williams et al., 2026; Wudke et al., in-prep",Bolivia,-21.95656,-66.99523,9/1/2024,,Salar de Uyuni,Spring,Inflow,,mg/L,0,12.43,,8.03,1.5,94,0.17160126,7.5,0,,248,,,0.32,,0.014082008,,12,2,0,90,21,,0.061398072,0.000627216,,0.725547142,0.020440678,0.0037,0.020718357,476,-12.6,-92.6,,,0.708799,,,,,mmol/L,1.546907632,0.211052608,,2.581700411,0.029290886,,0.543638745,0.05332623,0.001975039,2.246960999,0.844516055,,-1,2.58,1497.3
BCW-54,"Williams et al., 2026; Wudke et al., in-prep",Bolivia,-21.93811,-66.97084,9/1/2024,,Salar de Uyuni,Spring,Inflow,,mg/L,0,7.8,,4.41,0,,1.87517702,1.3,0,,578,,,0.12,,0.00090824,,15,1,0,113,38,24.5384402,0.122914439,2.681662297,4.277309291,0.367332568,0.01420575,0.0023,0.000168193,749,-12.7,-88.5,,,0.710458,,,,,mmol/L,0,0.037539373,,6.015583687,0.011442158,,0.664503,0.028182032,0.004335604,2.812984275,1.578707689,,-12,17.7,1275
BCW-55,"Williams et al., 2026; Wudke et al., in-prep",Bolivia,-21.93808,-66.97093,9/1/2024,,Salar de Uyuni,Spring,Inflow,,mg/L,0,7.97,,7.02,1.6,96,0.195449949,9.7,0,,176,,,0.2,,0.004569713,,10,2,0,87,8,,0.057313855,0.076262314,,0.539661327,0.030553593,0.0033,0.000217605,389,-12,-88.8,,,0.709664,,,,,mmol/L,1.5731153,0.272519373,,1.828292108,0.018831245,,0.422831825,0.043924873,0.001385738,2.166662764,0.330120323,,-0.4,1.55,834.2
BCW-56,"Williams et al., 2026; Wudke et al., in-prep",Bolivia,-21.87425,-66.93812,9/1/2024,,Salar de Uyuni,Spring,Inflow,,mg/L,0,16.47,,7.93,1,64,0.105807187,5.9,0,,111,,,0.23,,0.007641202,,15,1,0,52,1,0.006781664,0.037591296,0.001462533,,0.136609015,0.004734886,0.0007,1.05981E-05,251,-13.4,-98.3,,,0.709212,,,,,mmol/L,1.043556599,0.167639971,,1.152688121,0.021567128,,0.673952955,0.020948771,0.000797852,1.301599541,0.051094143,,-1.7,4.02,224.2
BCW-57,"Williams et al., 2026; Wudke et al., in-prep",Bolivia,-21.87169,-66.93795,9/1/2024,,Salar de Uyuni,Spring,Inflow,,mg/L,0,10.29,,8.02,0.7,45,0.088205166,9.3,0,,51,,,0.17,,0.01089,,13,1,0,27,2,0.008994,0.02592,0.0093,,0.0822,0.007368,0.0022,0.005934,147,-12.9,-92.2,,,0.710117,,,,,mmol/L,0.734306111,0.263744643,,0.532114238,0.015628527,,0.544266048,0.026160838,0.000705374,0.66271761,0.063702108,,-0.9,2.06,316.2
BCW-58,"Williams et al., 2026; Wudke et al., in-prep",Bolivia,-21.87172,-66.93809,9/1/2024,,Salar de Uyuni,Spring,Inflow,,mg/L,0,12.31,,7.92,0.8,50,0.09,8.1,0,,34,,,0.21,,0.007116,,12,1,0,23,1,0.02841,0.042114,0.000834,0.00108,0.053604,0.002076,0.0007,0.000054,130,-12.5,-91.3,,,0.709482,,,,,mmol/L,0.82373978,0.227080395,,0.357276702,0.019469059,,0.516668842,0.022492199,0.000962974,0.585924946,0.039111294,,0.7,2.28,142.2
BCW-59,"Williams et al., 2026; Wudke et al., in-prep",Bolivia,-21.86946,-66.88656,9/1/2024,,Salar de Uyuni,Spring,Inflow,,mg/L,0,9.2,,8,1,58,0.113923156,15,0,,32,,,0.23,,0.00675,,10,1,0,27,3,0.00402,0.01842,0.000666,0.001818,0.13968,0.015888,0.0032,0.002016,148,-12.7,-88.5,,,0.709709,,,,,mmol/L,0.955105718,0.424520419,,0.334203053,0.021045232,,0.437703941,0.030432241,0.001374442,0.679102407,0.138786704,,1.4,1.03,353.6
BCW-60,"Williams et al., 2026; Wudke et al., in-prep",Bolivia,-21.87011,-66.86535,9/1/2024,,Salar de Uyuni,Spring,Inflow,,mg/L,0,7.66,,7.66,0.5,31,0.09,4.9,0,,7,,,0.15,,0.003018,,4,3,0,7,2,0.016098,0.035916,0.001566,0.00309,0.05622,0.011592,0.0063,0.000228,59,-12.1,-85.1,,,0.709825,,,,,mmol/L,0.504170022,0.138504937,,0.072454716,0.014168902,,0.179042151,0.073886132,0.000490996,0.18478966,0.079452787,,-0.4,1.29,566.6
BCW-61,This Work,Bolivia,-21.864476,-66.866025,9/1/2024,,Salar de Uyuni,Underground,Inflow,,mg/L,0,9.11,,6.82,0.9,55,0.350918176,3.4,0,,87,,,0.22,,0.040852814,,9,3,0,32,7,0.009777123,1.964894323,1.511378799,1.85886503,0.239418532,0.022265136,0.0143,0.032813752,198,-13.5,-99,,,0.709508,,,,,mmol/L,0.904492158,0.094865045,,0.9026237,0.019925682,,0.380207506,0.078468815,0.003274383,0.810205152,0.303596274,,-2.1,4.01,324.7
BCW-62,"Williams et al., 2026; Wudke et al., in-prep",Bolivia,-21.8614,-66.86417,9/1/2024,,Salar de Uyuni,Spring,Inflow,,mg/L,0,8.13,,8.22,0.4,23,0.08,9.5,0,,11,,,0.16,,0.002244,,5,3,0,8,2,0.007896,0.02625,0.001356,0.006462,0.05931,0.010488,0.0055,0.00009,62,-12.4,-82.9,,,0.70974,,,,,mmol/L,0.380338789,0.267983075,,0.109306683,0.01485709,,0.214054548,0.07760755,0.000803054,0.202550027,0.080246863,,-0.5,0.8,349.9
BCW-63,"Williams et al., 2026; Wudke et al., in-prep",Bolivia,-21.8139,-66.86829,9/1/2024,,Salar de Uyuni,Spring,Inflow,,mg/L,0,12.16,,7.95,2.7,165,0.226222027,15,0,,100,,,0.99,,0.030067893,,31,6,0,54,12,,0.04386377,0.004472786,0.059122395,0.896501891,0.064384456,0.0116,0.016125964,385,-10.4,-86.1,,,0.709661,,,,,mmol/L,2.698898459,0.424011196,,1.039081671,0.091393478,,1.369415857,0.161182184,0.006405293,1.335940239,0.4819162,,-0.3,3.23,263.5
BCW-64,This Work,Bolivia,-21.77498,-66.87219,9/1/2024,,Salar de Uyuni,Underground,Inflow,,mg/L,0,10.59,,7.87,1,62,0.09,11.5,0.1,,18,,,0.57,,0.014376,,11,7,0,15,3,0.025962,0.023886,0.001596,0.014598,0.14526,0.052194,0.031,0.041172,128,-13.5,-102,,,0.708972,,,,,mmol/L,1.008995236,0.324964739,0.000625751,0.184259838,0.052840625,,0.479185698,0.176479615,0.001794554,0.372473676,0.125036001,,-1.5,1.47,244
BCW-65,This Work,Bolivia,-20.634,-68.02791,9/1/2024,,Salar de Uyuni,Underground,Inflow,,mg/L,5,14.42,,7.8,2.1,131,0.091151745,129.7,0.5,,147,,,3.39,,0.003721683,,28,7,0,123,20,0.027079248,0.090221962,0.001466941,0.590959732,0.698970089,0.059465823,0.0106,0.000162993,591,-15.2,-114.1,,,0.705791,,,,,mmol/L,2.143295887,3.657640546,0.006274212,1.532005959,0.313737468,,1.230782675,0.186133649,0.006399149,3.076100843,0.811381777,,1.8,0.34,444
BCW-66,"Williams et al., 2026; Wudke et al., in-prep",Bolivia,-20.62879,-68.02318,9/1/2024,,Salar de Uyuni,Spring,Inflow,,mg/L,0,15.07,,7.58,1.8,112,0.1676783,103,0.4,,171,,,3.66,,0.012318617,,33,5,0,110,15,,0.081119022,0.001660659,,0.696733066,0.055405717,0.008,0.000520505,555,-12.2,-117.7,,,0.706025,,,,,mmol/L,1.83633857,2.906581541,0.004721618,1.782651097,0.33899515,,1.441753423,0.134533028,0.002562997,2.755312922,0.609779375,,0,0.5,833.1
BCW-67,"Williams et al., 2026; Wudke et al., in-prep",Bolivia,-20.61263,-66.84834,9/1/2024,,Salar de Uyuni,Stream,Inflow,,mg/L,0,12.23,,8.21,3.4,209,1.084588979,4188.7,0,,1628,,,24.33,,0.243676921,,2771,59,3,378,92,,0.367358202,0.254928103,,4.977167734,0.095241576,0.0124,0.001184335,9358,11.3,13.1,,,0.710436,,,,,mmol/L,3.421738715,118.1574792,,16.94740847,2.250148316,,120.5171273,1.505866561,0.422491673,9.421614379,3.791763695,,-2.2,1.02,31.4
RG-1.0,"Williams et al., 2026",Bolivia,-20.82382,-67.14591,5/1/2023,RG Delta,Salar de Uyuni,Underground,Inflow,,mg/L,0,0.02,,8.47,3.459758294,220,0.184777813,854.8,0.6,,281,,,14.28,,0.340713333,,537,33,3,150,42,0.003613333,0.052086667,0.03616,0.001184,2.793172,0.090253333,0.045,0.008532667,2128.397848,-9.5,-81.9,-4.9,-3,0.709627,3.4,,,,mmol/L,3.459758294,24.11283026,0.007584764,2.920054351,1.320416798,,23.33812541,0.832543012,0.473901241,3.736418548,1.708055081,,3.1,0.97,12.6
RG-1,"Williams et al., 2026",Bolivia,-20.95481,-67.03336,3/1/2024,RG,Salar de Uyuni,Stream,Inflow,,mg/L,0,20.53,,7.82,3.320721167,203,0.274642293,541,0.3,,351,,,10.64,,0.115659469,,448,24,2,149,34,0.041913356,0.185517725,0.04976553,0.005972999,2.212457891,0.11290971,0.04,0.023542534,1764.473232,-14.6,-107.5,-11,-11.4,0.709223,3.7,,,,mmol/L,3.320721167,15.2600136,0.004340727,3.654262108,0.984609323,,19.47313087,0.601392424,0.358304643,3.714661486,1.380052633,,8.4,1.28,13.5
RG-2,"Williams et al., 2026",Bolivia,-21.20189,-67.14,3/1/2024,RG,Salar de Uyuni,Stream,Inflow,,mg/L,0,17.32,,7.8,2.586476473,158,0.299631601,685.9,0.5,,324,,,5.85,,0.110934896,,457,25,2,201,50,0.025821301,0.231057547,0.046576187,0.023679822,2.798921486,0.187389207,0.052,0.029688228,1910.727394,-15.2,-112.3,-7.5,-9.1,0.709073,4.6,,,,mmol/L,2.586476473,19.34881151,0.005823556,3.369540421,0.540864445,,19.86322457,0.636851204,0.287384887,5.00375241,2.038826828,,9.7,1.03,24.8
RGS-1,"Williams et al., 2026",Bolivia,-20.82446,-67.14545,9/1/2024,RG Delta,Salar de Uyuni,Underground,Inflow,,mg/L,0,11.86,,8.38,4.504848802,275,0.395400888,773.6,0.8,,289,,,15.76,,0.300451045,,500,26,3,145,40,,,0.013350358,,2.219288476,0.094501664,0.044,0.009293402,2071.437224,-8.1,-84.4,-6.1,-3.3,0.709597,3.5,,,,mmol/L,4.504848802,21.82184824,0.00978194,3.009866366,1.458187882,,21.73391628,0.674854236,0.41777009,3.612641845,1.665191118,,1.6,1,14
RGS-2,"Williams et al., 2026",Bolivia,-20.81904,-67.15429,9/1/2024,RG Delta,Salar de Uyuni,Underground,Inflow,,mg/L,0,10.92,,8.42,4.554941727,278,0.266798081,761.4,0.9,,287,,,15.64,,0.294698856,,502,26,3,145,40,,,0.004831058,,2.21525642,0.094959492,0.044,0.009834808,2062.776957,-8.3,-83,-6.1,-3.5,0.709584,,,,,mmol/L,4.554941727,21.4776243,0.011380918,2.985310674,1.446621872,,21.85778,0.675229934,0.415933412,3.61917233,1.659685094,,2.3,1.02,14
RGS-3,"Williams et al., 2026",Bolivia,-20.79779,-67.16411,9/1/2024,RG Delta,Salar de Uyuni,Underground,Inflow,,mg/L,0,20.85,,8.27,4.414810235,270,0.33117084,771.2,0.9,,291,,,15.85,,0.300726983,,504,28,3,144,41,,,0.005901304,,2.239402747,0.097981188,0.051,0.013288248,2070.457467,-8,-85.9,0,-3.3,0.709593,,,,,mmol/L,4.414810235,21.75341094,0.011884697,3.029921786,1.466086723,,21.90637429,0.711976677,0.421327785,3.593609239,1.670036282,,2,1.01,13.9
RGS-4,"Williams et al., 2026",Bolivia,-20.76678,-67.18062,9/1/2024,RG Delta,Salar de Uyuni,Underground,Inflow,,mg/L,0,10.11,,8.47,4.407162649,269,0.340769608,867.8,1.1,,332,,,16.62,,0.290884177,,548,30,3,140,43,,,0.003098342,0.011551806,2.369574162,0.099754708,0.052,0.013118988,2252.923658,-7,-77.5,0,-2.9,0.70958,3.5,,,,mmol/L,4.407162649,24.48092698,0.013678797,3.453674339,1.537486508,,23.83242636,0.755678796,0.449085967,3.484322091,1.780797461,,-0.3,0.97,13.9
RDG-1,"Williams et al., 2026",Bolivia,-20.81072,-67.15134,9/1/2024,RG Delta,Salar de Uyuni,Underground,Inflow,,mg/L,0.55,13.15,,7.21,4.946824815,302,0.872830256,4899.7,2.3,,1084,,,31.77,,0.511029867,,2642,122,15,502,240,,,0.473542667,,12.3385424,0.058501733,0.176,0.0198848,9854.51685,-8.2,-75.6,-2.2,-6.1,0.709319,3.9,,,,mmol/L,4.946824815,138.2137367,0.028211978,11.28558159,2.93832306,,114.9416994,3.109188673,2.206311109,12.51459748,9.87323753,,-0.2,0.83,15.7
RDG-2,"Williams et al., 2026",Bolivia,-20.8048721,-67.158939,9/1/2024,RG Delta,Salar de Uyuni,Underground,Inflow,,mg/L,1,13.25,,8.36,6.99922401,427,0.833665965,5049.3,4.9,,1141,,,79.88,,0.776450489,,3387,87,18,359,109,,,0.043179094,,7.713878417,0.117024662,0.075,0.016782345,10671.79562,-11.1,-91.4,-7.5,-9.5,0.70944,6.6,,,,mmol/L,6.99922401,142.4332734,0.061055578,11.87602903,7.389144264,,147.3354848,2.228966041,2.6154091,8.963625938,4.468079133,,1.6,1.03,6
RDG-3,"Williams et al., 2026",Bolivia,-20.7974,-67.16367,9/1/2024,RG Delta,Salar de Uyuni,Underground,Inflow,,mg/L,1.05,10.68,,7.13,7.370565039,450,0.930070362,3530.9,2.1,,691,,,24.38,,0.881864658,,1687,94,12,375,291,,,0.016145905,0.053893416,8.487731013,0.056748147,0.099,0.007768831,7167.409362,-8.4,-78.1,-1.6,-5.5,0.709306,3.6,,,,mmol/L,7.370565039,99.60307548,0.026667883,7.197450562,2.254803185,,73.3812863,2.391884862,1.699813092,9.344726099,11.9894594,,-0.5,0.74,24.7
RDG-4,"Williams et al., 2026",Bolivia,-20.7539737,-67.1845793,9/1/2024,RG Delta,Salar de Uyuni,Underground,Inflow,,mg/L,1.3,12.65,,7.4,6.899929141,421,0.588280967,2901.5,2.4,,686,,,32.94,,0.889375005,,1712,78,9,210,144,,,0.032979915,,3.758853698,0.080297346,0.065,0.010402274,6203.109113,-9,-82.1,-6.5,-5.9,0.709317,4.7,,,,mmol/L,6.899929141,81.84806811,0.029897971,7.146161646,3.046499837,,74.4500014,2.004171393,1.339591098,5.250290367,5.910012209,,-1.5,0.91,15.4
RGD-5,"Williams et al., 2026",Bolivia,-20.7216486,-67.2052138,9/1/2024,RG Delta,Salar de Uyuni,Underground,Inflow,,mg/L,2,,,,6.532152035,399,0.418232254,17933.3,19.7,,2449,,,77.8,,0.522536989,,9231,280,24,2034,685,,1.94385377,5.221980368,,41.688376,0.261036046,0.166,0.020555931,33176.59086,-12.8,-105,-6.5,-16.3,0.70936,11.3,,,,mmol/L,6.532152035,505.8758682,0.246958478,25.49799543,7.196299829,,401.5484207,7.172309759,3.496092533,50.75701942,28.17062541,,0.6,0.79,28.2
RG-3,"This Work; Williams et al., 2026",Bolivia,-21.28483,-67.20658,3/1/2024,RG,Salar de Uyuni,Stream,Inflow,,mg/L,0,18.12,,7.82,2.124513581,130,0.244484145,706.6,0.7,,159,,,4.36,,0.185825549,,456,23,2,150,38,0.025905813,0.182251011,0.024293523,,2.547257505,0.162442966,0.054,0.031546022,1672.787617,-17.4,-127.6,-6.7,-9.3,0.708302,3.9,,,,mmol/L,2.124513581,19.93126681,0.008500242,1.656383258,0.403489923,,19.85566142,0.593103661,0.221358439,3.735699506,1.579821135,,10.5,1,25
RG-4,"This Work; Williams et al., 2026",Bolivia,-21.42193,-67.62595,3/1/2024,RG,Salar de Uyuni,Stream,Inflow,,mg/L,0,25.45,,9.64,1.358574257,83,0.148942666,79.1,0.1,,26,,,1.77,,0.199774196,,59,5,0,32,17,0.006093455,0.037942037,0.000692472,,0.287753653,0.005236594,0.017,0.010553449,304.3766389,-14,-102.1,-2.3,-3,0.707646,-0.5,,,,mmol/L,1.358574257,2.230453393,0.001325841,0.268894628,0.163941974,,2.563085748,0.131829327,0.061561757,0.81007547,0.700336396,,16.6,1.15,39.8
RG-5,"This Work; Williams et al., 2026",Bolivia,-21.562381,-67.56494,3/1/2024,South,Salar de Uyuni,Stream,Inflow,,mg/L,0,23.26,,3.69,0.125437987,8,0.708223009,3.6,0,,186,,,0.45,,0.001044663,,15,7,0,28,8,16.6060424,0.2034769,0.550635305,0.107156391,0.123206401,0.017792191,0.041,0.027546973,254.7955312,-13.4,-98.8,-7.6,-15.7,0.707568,,,,,mmol/L,0.125437987,0.101140447,0.000300735,1.931084984,0.041494511,,0.632620231,0.168919601,0.00737241,0.698066805,0.308694182,,-18.3,6.25,146.6
RG-6,"This Work; Williams et al., 2026",Bolivia,-21.76604,-67.47279,3/1/2024,RG,Salar de Uyuni,Stream,Inflow,,mg/L,0,23.94,,7.89,0.853586247,52,0.099183008,4.7,0,,6,,,0.32,,0.041412,,8,3,0,6,2,0.10236,0.59472,0.010038,0.005118,0.052674,0.010062,0.009,0.00039,83.10018033,-13.8,-101.3,-0.8,-10.4,0.708186,,,,,mmol/L,0.853586247,0.132779525,6.6616E-05,0.059546477,0.02969753,,0.348166514,0.086843317,0.002958075,0.1558461,0.097337996,,-7.9,2.62,115.2
RG-7,"This Work; Williams et al., 2026",Bolivia,-21.79128,-67.41278,3/1/2024,RG,Salar de Uyuni,Stream,Inflow,,mg/L,0,20.7,,8.44,2.482196701,152,0.272529883,660.2,1,,28,,,11.88,,0.450062158,,349,31,6,126,44,0.019906023,0.150187951,0.026955354,,2.24323261,0.107577569,0.149,0.19624884,1410.643734,-14.7,-110.2,-6.8,-7.8,0.711301,2.1,,,,mmol/L,2.482196701,18.6226953,0.012138847,0.286910065,1.098933457,,15.17669542,0.786659919,0.816056328,3.143461873,1.80644007,,10.3,0.81,7.8
RG-8,"This Work; Williams et al., 2026",Bolivia,-20.612271,-66.84858,3/1/2024,,Salar de Uyuni,Stream,Inflow,,mg/L,0,13.66,,8.09,1.577576294,96,0.425282078,1904.7,0.5,,465,,,8.42,,0.016589294,,1452,34,3,275,52,0.078633799,0.347033234,0.218230355,0.024801464,3.014691924,0.214953763,0.021,0.003967501,4293.688755,-17.7,-128,-2.9,-13.2,0.712096,7.5,,,,mmol/L,1.577576294,53.72870238,0.006601669,4.836539329,0.778706626,,63.16289488,0.863483869,0.452988062,6.849012594,2.148413114,,11.9,1.18,16.6
RG-9,"This Work; Williams et al., 2026",Bolivia,-20.17831,-66.86054,3/1/2024,,Salar de Uyuni,Stream,Inflow,,mg/L,0,25.81,,8.11,2.43614898,149,0.39357451,97.1,0.2,,77,,,5.99,,0.039655251,,103,20,0,45,8,0.125169064,0.076331436,0.020069744,0.004624155,0.358704894,0.149997252,0.048,0.000402933,505.4636945,-14.4,-108.4,2.5,-3.8,0.709923,8.6,,,,mmol/L,2.43614898,2.73946914,0.002336162,0.801791375,0.553608305,,4.483209715,0.508459804,0.037822724,1.117693264,0.31216473,,7.6,1.64,28.9
RG-10,"This Work; Williams et al., 2026",Bolivia,-20.08462,-66.83107,3/1/2024,,Salar de Uyuni,Stream,Inflow,,mg/L,0,28.75,,8.47,7.929967361,484,0.580973142,274.8,0.5,,56,,,21.6,,0.43834566,,352,33,2,40,9,0.206164666,0.10331634,0.014659356,,0.375442259,0.117002889,0.114,0.066969075,1273.565408,-13.4,-104.9,-8.5,-4.2,0.71484,3.1,,,,mmol/L,7.929967361,7.751454133,0.006776628,0.580361593,1.99795781,,15.2936929,0.834402345,0.263983026,1.003828082,0.366386804,,6.3,1.97,4.9
RG-11,"This Work; Williams et al., 2026",Bolivia,-20.10694,-66.77988,3/1/2024,,Salar de Uyuni,Stream,Inflow,,mg/L,0,23.37,,7.65,4.596899633,281,0.369154563,81.1,0.2,,29,,,8.26,,0.182601137,,126,16,1,26,6,0.615731297,0.22094973,0.027515866,0.002353042,0.208904305,0.06887672,0.054,0.02491626,573.7002232,-14.5,-107.3,-8.7,-7.1,0.712916,2.9,,,,mmol/L,4.596899633,2.287391678,0.002115466,0.300358081,0.764452851,,5.4628949,0.412222453,0.105407176,0.639202296,0.238183216,,1.6,2.39,7.9
RG-12,"This Work; Williams et al., 2026",Bolivia,-20.10653,-66.77999,3/1/2024,,Salar de Uyuni,Stream,Inflow,,mg/L,0,22.51,,7.22,9.383002203,573,0.393742647,198.3,0.4,,40,,,17.41,,0.305445974,,283,27,2,49,11,0.201710425,0.13914327,0.367651712,0.002535029,0.432159721,0.163922494,0.098,0.063035321,1200.735554,-14.2,-107.5,-8.5,-6.1,0.715253,3.5,,,,mmol/L,9.383002203,5.593542359,0.005416131,0.414509911,1.610300683,,12.31700811,0.67995632,0.234674344,1.215395881,0.434980284,,2.2,2.2,6.5
RG-13,"This Work; Williams et al., 2026",Bolivia,-20.0118911,-66.8575687,3/1/2024,,Salar de Uyuni,Stream,Inflow,,mg/L,0,23.65,,8.34,7.106786442,434,0.8913538,210.7,0.4,,110,,,9.31,,0.108011216,,209,26,0,97,38,0.053453852,0.131317498,0.059775866,0.003073327,0.824538599,0.263830704,0.029,0.003942119,1137.177011,-13.8,-107.5,3.3,-9.8,0.710993,9.1,,,,mmol/L,7.106786442,5.943701947,0.005314963,1.14863493,0.86088688,,9.075619957,0.667214205,0.053428219,2.423825024,1.581228518,,7.4,1.53,103.6
RGGW-1,"Williams et al., 2026",Bolivia,-20.8133,-67.3442,3/1/2024,,Salar de Uyuni,Stream,Inflow,,mg/L,0,10.36,,8.37,5.839163478,356,0.386448393,842.4,0.2,,55,,,5.2,,0.0540914,,780,59,3,11,13,0.030254025,0.033220778,0.000495706,0.003975357,0.254281704,0.038682194,0.05,0.002444327,2125.573737,-13.9,-110.3,-5.2,70.1,0.70759,10.9,,,,mmol/L,5.839163478,23.76274714,0.003091201,0.572547262,0.480576206,,33.9145539,1.521755818,0.379429633,0.270124422,0.530390492,,9.8,1.43,4.9
38,"Grove et al., 2003",Bolivia,-20.01666667,-66.86666667,,,Salar de Uyuni,Stream,Inflow,,mg/kg,,,,,,,,170.2,,,,,,,,,,,,,,,,,,,0.3496038,,,,,,,,,0.71143,,,,,mmol/kg,,4.8,,,,,,,,,,,,,
39,"Grove et al., 2003",Bolivia,-20.05,-66.91666667,,,Salar de Uyuni,Stream,Inflow,,mg/kg,,,,,,,,996.1,,,,,,,,,,,,,,,,,,,0.2330692,,,,,,,,,0.71081,,,,,mmol/kg,,28.1,,,,,,,,,,,,,
40,"Grove et al., 2003",Bolivia,-20.63333333,-66.8,,,Salar de Uyuni,Stream,Inflow,,mg/kg,,,,,,,,2449.6,,,,,,,,,,,,,,,,,,,2.576028,,,,,,,,,0.7104,,,,,mmol/kg,,69.1,,,,,,,,,,,,,
41,"Grove et al., 2003",Bolivia,-20.95,-67.03333333,,,Salar de Uyuni,Stream,Inflow,,mg/kg,,,,,,,,680.6,,,,,,,,,,,,,,,,,,,1.629732,,,,,,,,,0.70971,,,,,mmol/kg,,19.2,,,,,,,,,,,,,
42,"Grove et al., 2003",Bolivia,-21.26666667,-67.28333333,,,Salar de Uyuni,Stream,Inflow,,mg/kg,,,,,,,,209.5,,,,,,,,,,,,,,,,,,,0.902486,,,,,,,,,0.707373,,,,,mmol/kg,,5.91,,,,,,,,,,,,,
43,"Grove et al., 2003",Bolivia,-21.3,-67.35,,,Salar de Uyuni,Stream,Inflow,,mg/kg,,,,,,,,2095.1,,,,,,,,,,,,,,,,,,,2.172976,,,,,,,,,0.70756,,,,,mmol/kg,,59.1,,,,,,,,,,,,,
44,"Grove et al., 2003",Bolivia,-21.38333333,-67.63333333,,,Salar de Uyuni,Stream,Inflow,,mg/kg,,,,,,,,91.5,,,,,,,,,,,,,,,,,,,0.0736008,,,,,,,,,0.708296,,,,,mmol/kg,,2.58,,,,,,,,,,,,,
45,"Grove et al., 2003",Bolivia,,,,,Salar de Uyuni,Underground,Inflow,,mg/kg,,,,,,,,130.8,,,,,,,,,,,,,,,,,,,0.3347084,,,,,,,,,0.708887,,,,,mmol/kg,,3.69,,,,,,,,,,,,,
46,"Grove et al., 2003",Bolivia,-20.56666667,-67.55,,,Salar de Uyuni,Brine,Terminal,,mg/kg,,,,,,,,237515,,,,,,,,,,,,,,,,,,,9.90106,,,,,,,,,0.708788,,,,,mmol/kg,,6700,,,,,,,,,,,,,
47,"Grove et al., 2003",Bolivia,-20.3,-67,,Ojo del Salar,Salar de Uyuni,,,,mg/kg,,,,,,,,177250,,,,,,,,,,,,,,,,,,,3.11051,,,,,,,,,0.710013,,,,,mmol/kg,,5000,,,,,,,,,,,,,
Rio Sajsi,"Placzek et al., 2011 & Placzek, 2005",Bolivia,-19.83333333,-67.15,,,Salar de Uyuni,Stream,Inflow,,mg/kg,,,,,,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,0,-111.5,,,0.70946,,,,,mmol/kg,,,,,,,,,,,,,,,
